review_threshold,hold_threshold,approval_rate,review_rate,hold_rate,total_intervention_rate,risky_order_recall,intervention_precision,false_positive_count,false_negative_count,review_cost,hold_cost,missed_risk_cost,total_estimated_cost,feasibility_status,rejection_reason
0.51,0.73,0.9825,0.0175,0.0,0.0175,0.06870229007633588,0.6428571428571429,5,122,1425.6490000000001,0.0,138827.96000000002,140253.60900000003,Feasible,N/A
0.51,0.74,0.9825,0.0175,0.0,0.0175,0.06870229007633588,0.6428571428571429,5,122,1425.6490000000001,0.0,138827.96000000002,140253.60900000003,Feasible,N/A
0.51,0.75,0.9825,0.0175,0.0,0.0175,0.06870229007633588,0.6428571428571429,5,122,1425.6490000000001,0.0,138827.96000000002,140253.60900000003,Feasible,N/A
0.51,0.76,0.9825,0.0175,0.0,0.0175,0.06870229007633588,0.6428571428571429,5,122,1425.6490000000001,0.0,138827.96000000002,140253.60900000003,Feasible,N/A
0.51,0.77,0.9825,0.0175,0.0,0.0175,0.06870229007633588,0.6428571428571429,5,122,1425.6490000000001,0.0,138827.96000000002,140253.60900000003,Feasible,N/A
0.51,0.78,0.9825,0.0175,0.0,0.0175,0.06870229007633588,0.6428571428571429,5,122,1425.6490000000001,0.0,138827.96000000002,140253.60900000003,Feasible,N/A
0.51,0.79,0.9825,0.0175,0.0,0.0175,0.06870229007633588,0.6428571428571429,5,122,1425.6490000000001,0.0,138827.96000000002,140253.60900000003,Feasible,N/A
0.51,0.8,0.9825,0.0175,0.0,0.0175,0.06870229007633588,0.6428571428571429,5,122,1425.6490000000001,0.0,138827.96000000002,140253.60900000003,Feasible,N/A
0.51,0.81,0.9825,0.0175,0.0,0.0175,0.06870229007633588,0.6428571428571429,5,122,1425.6490000000001,0.0,138827.96000000002,140253.60900000003,Feasible,N/A
0.51,0.82,0.9825,0.0175,0.0,0.0175,0.06870229007633588,0.6428571428571429,5,122,1425.6490000000001,0.0,138827.96000000002,140253.60900000003,Feasible,N/A
0.51,0.83,0.9825,0.0175,0.0,0.0175,0.06870229007633588,0.6428571428571429,5,122,1425.6490000000001,0.0,138827.96000000002,140253.60900000003,Feasible,N/A
0.51,0.84,0.9825,0.0175,0.0,0.0175,0.06870229007633588,0.6428571428571429,5,122,1425.6490000000001,0.0,138827.96000000002,140253.60900000003,Feasible,N/A
0.51,0.85,0.9825,0.0175,0.0,0.0175,0.06870229007633588,0.6428571428571429,5,122,1425.6490000000001,0.0,138827.96000000002,140253.60900000003,Feasible,N/A
0.51,0.86,0.9825,0.0175,0.0,0.0175,0.06870229007633588,0.6428571428571429,5,122,1425.6490000000001,0.0,138827.96000000002,140253.60900000003,Feasible,N/A
0.51,0.87,0.9825,0.0175,0.0,0.0175,0.06870229007633588,0.6428571428571429,5,122,1425.6490000000001,0.0,138827.96000000002,140253.60900000003,Feasible,N/A
0.51,0.88,0.9825,0.0175,0.0,0.0175,0.06870229007633588,0.6428571428571429,5,122,1425.6490000000001,0.0,138827.96000000002,140253.60900000003,Feasible,N/A
0.51,0.89,0.9825,0.0175,0.0,0.0175,0.06870229007633588,0.6428571428571429,5,122,1425.6490000000001,0.0,138827.96000000002,140253.60900000003,Feasible,N/A
0.51,0.9,0.9825,0.0175,0.0,0.0175,0.06870229007633588,0.6428571428571429,5,122,1425.6490000000001,0.0,138827.96000000002,140253.60900000003,Feasible,N/A
0.51,0.91,0.9825,0.0175,0.0,0.0175,0.06870229007633588,0.6428571428571429,5,122,1425.6490000000001,0.0,138827.96000000002,140253.60900000003,Feasible,N/A
0.51,0.92,0.9825,0.0175,0.0,0.0175,0.06870229007633588,0.6428571428571429,5,122,1425.6490000000001,0.0,138827.96000000002,140253.60900000003,Feasible,N/A
0.51,0.93,0.9825,0.0175,0.0,0.0175,0.06870229007633588,0.6428571428571429,5,122,1425.6490000000001,0.0,138827.96000000002,140253.60900000003,Feasible,N/A
0.51,0.94,0.9825,0.0175,0.0,0.0175,0.06870229007633588,0.6428571428571429,5,122,1425.6490000000001,0.0,138827.96000000002,140253.60900000003,Feasible,N/A
0.51,0.95,0.9825,0.0175,0.0,0.0175,0.06870229007633588,0.6428571428571429,5,122,1425.6490000000001,0.0,138827.96000000002,140253.60900000003,Feasible,N/A
0.51,0.96,0.9825,0.0175,0.0,0.0175,0.06870229007633588,0.6428571428571429,5,122,1425.6490000000001,0.0,138827.96000000002,140253.60900000003,Feasible,N/A
0.51,0.97,0.9825,0.0175,0.0,0.0175,0.06870229007633588,0.6428571428571429,5,122,1425.6490000000001,0.0,138827.96000000002,140253.60900000003,Feasible,N/A
0.51,0.98,0.9825,0.0175,0.0,0.0175,0.06870229007633588,0.6428571428571429,5,122,1425.6490000000001,0.0,138827.96000000002,140253.60900000003,Feasible,N/A
0.51,0.99,0.9825,0.0175,0.0,0.0175,0.06870229007633588,0.6428571428571429,5,122,1425.6490000000001,0.0,138827.96000000002,140253.60900000003,Feasible,N/A
0.52,0.53,0.98625,0.0,0.01375,0.01375,0.05343511450381679,0.6363636363636364,4,124,0.0,1650.0,140303.05,141953.05,Feasible,N/A
0.52,0.54,0.98625,0.00125,0.0125,0.01375,0.05343511450381679,0.6363636363636364,4,124,114.52000000000001,1500.0,140303.05,141917.56999999998,Feasible,N/A
0.52,0.55,0.98625,0.00375,0.01,0.01375,0.05343511450381679,0.6363636363636364,4,124,408.127,1200.0,140303.05,141911.177,Feasible,N/A
0.52,0.56,0.98625,0.005,0.00875,0.01375,0.05343511450381679,0.6363636363636364,4,124,458.127,1050.0,140303.05,141811.177,Feasible,N/A
0.52,0.57,0.98625,0.00625,0.0075,0.01375,0.05343511450381679,0.6363636363636364,4,124,536.078,900.0,140303.05,141739.128,Feasible,N/A
0.52,0.58,0.98625,0.0075,0.00625,0.01375,0.05343511450381679,0.6363636363636364,4,124,586.078,750.0,140303.05,141639.128,Feasible,N/A
0.52,0.59,0.98625,0.0075,0.00625,0.01375,0.05343511450381679,0.6363636363636364,4,124,586.078,750.0,140303.05,141639.128,Feasible,N/A
0.52,0.6,0.98625,0.00875,0.005,0.01375,0.05343511450381679,0.6363636363636364,4,124,718.068,600.0,140303.05,141621.118,Feasible,N/A
0.52,0.61,0.98625,0.00875,0.005,0.01375,0.05343511450381679,0.6363636363636364,4,124,718.068,600.0,140303.05,141621.118,Feasible,N/A
0.52,0.62,0.98625,0.00875,0.005,0.01375,0.05343511450381679,0.6363636363636364,4,124,718.068,600.0,140303.05,141621.118,Feasible,N/A
0.52,0.63,0.98625,0.01125,0.0025,0.01375,0.05343511450381679,0.6363636363636364,4,124,955.5230000000001,300.0,140303.05,141558.57299999997,Feasible,N/A
0.52,0.64,0.98625,0.0125,0.00125,0.01375,0.05343511450381679,0.6363636363636364,4,124,1078.14,150.0,140303.05,141531.19,Feasible,N/A
0.52,0.65,0.98625,0.0125,0.00125,0.01375,0.05343511450381679,0.6363636363636364,4,124,1078.14,150.0,140303.05,141531.19,Feasible,N/A
0.52,0.66,0.98625,0.0125,0.00125,0.01375,0.05343511450381679,0.6363636363636364,4,124,1078.14,150.0,140303.05,141531.19,Feasible,N/A
0.52,0.67,0.98625,0.0125,0.00125,0.01375,0.05343511450381679,0.6363636363636364,4,124,1078.14,150.0,140303.05,141531.19,Feasible,N/A
0.52,0.68,0.98625,0.0125,0.00125,0.01375,0.05343511450381679,0.6363636363636364,4,124,1078.14,150.0,140303.05,141531.19,Feasible,N/A
0.52,0.69,0.98625,0.01375,0.0,0.01375,0.05343511450381679,0.6363636363636364,4,124,1128.14,0.0,140303.05,141431.19,Feasible,N/A
0.52,0.7,0.98625,0.01375,0.0,0.01375,0.05343511450381679,0.6363636363636364,4,124,1128.14,0.0,140303.05,141431.19,Feasible,N/A
0.52,0.71,0.98625,0.01375,0.0,0.01375,0.05343511450381679,0.6363636363636364,4,124,1128.14,0.0,140303.05,141431.19,Feasible,N/A
0.52,0.72,0.98625,0.01375,0.0,0.01375,0.05343511450381679,0.6363636363636364,4,124,1128.14,0.0,140303.05,141431.19,Feasible,N/A
0.52,0.73,0.98625,0.01375,0.0,0.01375,0.05343511450381679,0.6363636363636364,4,124,1128.14,0.0,140303.05,141431.19,Feasible,N/A
0.52,0.74,0.98625,0.01375,0.0,0.01375,0.05343511450381679,0.6363636363636364,4,124,1128.14,0.0,140303.05,141431.19,Feasible,N/A
0.52,0.75,0.98625,0.01375,0.0,0.01375,0.05343511450381679,0.6363636363636364,4,124,1128.14,0.0,140303.05,141431.19,Feasible,N/A
0.52,0.76,0.98625,0.01375,0.0,0.01375,0.05343511450381679,0.6363636363636364,4,124,1128.14,0.0,140303.05,141431.19,Feasible,N/A
0.52,0.77,0.98625,0.01375,0.0,0.01375,0.05343511450381679,0.6363636363636364,4,124,1128.14,0.0,140303.05,141431.19,Feasible,N/A
0.52,0.78,0.98625,0.01375,0.0,0.01375,0.05343511450381679,0.6363636363636364,4,124,1128.14,0.0,140303.05,141431.19,Feasible,N/A
0.52,0.79,0.98625,0.01375,0.0,0.01375,0.05343511450381679,0.6363636363636364,4,124,1128.14,0.0,140303.05,141431.19,Feasible,N/A
0.52,0.8,0.98625,0.01375,0.0,0.01375,0.05343511450381679,0.6363636363636364,4,124,1128.14,0.0,140303.05,141431.19,Feasible,N/A
0.52,0.81,0.98625,0.01375,0.0,0.01375,0.05343511450381679,0.6363636363636364,4,124,1128.14,0.0,140303.05,141431.19,Feasible,N/A
0.52,0.82,0.98625,0.01375,0.0,0.01375,0.05343511450381679,0.6363636363636364,4,124,1128.14,0.0,140303.05,141431.19,Feasible,N/A
0.52,0.83,0.98625,0.01375,0.0,0.01375,0.05343511450381679,0.6363636363636364,4,124,1128.14,0.0,140303.05,141431.19,Feasible,N/A
0.52,0.84,0.98625,0.01375,0.0,0.01375,0.05343511450381679,0.6363636363636364,4,124,1128.14,0.0,140303.05,141431.19,Feasible,N/A
0.52,0.85,0.98625,0.01375,0.0,0.01375,0.05343511450381679,0.6363636363636364,4,124,1128.14,0.0,140303.05,141431.19,Feasible,N/A
0.52,0.86,0.98625,0.01375,0.0,0.01375,0.05343511450381679,0.6363636363636364,4,124,1128.14,0.0,140303.05,141431.19,Feasible,N/A
0.52,0.87,0.98625,0.01375,0.0,0.01375,0.05343511450381679,0.6363636363636364,4,124,1128.14,0.0,140303.05,141431.19,Feasible,N/A
0.52,0.88,0.98625,0.01375,0.0,0.01375,0.05343511450381679,0.6363636363636364,4,124,1128.14,0.0,140303.05,141431.19,Feasible,N/A
0.52,0.89,0.98625,0.01375,0.0,0.01375,0.05343511450381679,0.6363636363636364,4,124,1128.14,0.0,140303.05,141431.19,Feasible,N/A
0.52,0.9,0.98625,0.01375,0.0,0.01375,0.05343511450381679,0.6363636363636364,4,124,1128.14,0.0,140303.05,141431.19,Feasible,N/A
0.52,0.91,0.98625,0.01375,0.0,0.01375,0.05343511450381679,0.6363636363636364,4,124,1128.14,0.0,140303.05,141431.19,Feasible,N/A
0.52,0.92,0.98625,0.01375,0.0,0.01375,0.05343511450381679,0.6363636363636364,4,124,1128.14,0.0,140303.05,141431.19,Feasible,N/A
0.52,0.93,0.98625,0.01375,0.0,0.01375,0.05343511450381679,0.6363636363636364,4,124,1128.14,0.0,140303.05,141431.19,Feasible,N/A
0.52,0.94,0.98625,0.01375,0.0,0.01375,0.05343511450381679,0.6363636363636364,4,124,1128.14,0.0,140303.05,141431.19,Feasible,N/A
0.52,0.95,0.98625,0.01375,0.0,0.01375,0.05343511450381679,0.6363636363636364,4,124,1128.14,0.0,140303.05,141431.19,Feasible,N/A
0.52,0.96,0.98625,0.01375,0.0,0.01375,0.05343511450381679,0.6363636363636364,4,124,1128.14,0.0,140303.05,141431.19,Feasible,N/A
0.52,0.97,0.98625,0.01375,0.0,0.01375,0.05343511450381679,0.6363636363636364,4,124,1128.14,0.0,140303.05,141431.19,Feasible,N/A
0.52,0.98,0.98625,0.01375,0.0,0.01375,0.05343511450381679,0.6363636363636364,4,124,1128.14,0.0,140303.05,141431.19,Feasible,N/A
0.52,0.99,0.98625,0.01375,0.0,0.01375,0.05343511450381679,0.6363636363636364,4,124,1128.14,0.0,140303.05,141431.19,Feasible,N/A
0.53,0.54,0.98625,0.00125,0.0125,0.01375,0.05343511450381679,0.6363636363636364,4,124,114.52000000000001,1500.0,140303.05,141917.56999999998,Feasible,N/A
0.53,0.55,0.98625,0.00375,0.01,0.01375,0.05343511450381679,0.6363636363636364,4,124,408.127,1200.0,140303.05,141911.177,Feasible,N/A
0.53,0.56,0.98625,0.005,0.00875,0.01375,0.05343511450381679,0.6363636363636364,4,124,458.127,1050.0,140303.05,141811.177,Feasible,N/A
0.53,0.57,0.98625,0.00625,0.0075,0.01375,0.05343511450381679,0.6363636363636364,4,124,536.078,900.0,140303.05,141739.128,Feasible,N/A
0.53,0.58,0.98625,0.0075,0.00625,0.01375,0.05343511450381679,0.6363636363636364,4,124,586.078,750.0,140303.05,141639.128,Feasible,N/A
0.53,0.59,0.98625,0.0075,0.00625,0.01375,0.05343511450381679,0.6363636363636364,4,124,586.078,750.0,140303.05,141639.128,Feasible,N/A
0.53,0.6,0.98625,0.00875,0.005,0.01375,0.05343511450381679,0.6363636363636364,4,124,718.068,600.0,140303.05,141621.118,Feasible,N/A
0.53,0.61,0.98625,0.00875,0.005,0.01375,0.05343511450381679,0.6363636363636364,4,124,718.068,600.0,140303.05,141621.118,Feasible,N/A
0.53,0.62,0.98625,0.00875,0.005,0.01375,0.05343511450381679,0.6363636363636364,4,124,718.068,600.0,140303.05,141621.118,Feasible,N/A
0.53,0.63,0.98625,0.01125,0.0025,0.01375,0.05343511450381679,0.6363636363636364,4,124,955.5230000000001,300.0,140303.05,141558.57299999997,Feasible,N/A
0.53,0.64,0.98625,0.0125,0.00125,0.01375,0.05343511450381679,0.6363636363636364,4,124,1078.14,150.0,140303.05,141531.19,Feasible,N/A
0.53,0.65,0.98625,0.0125,0.00125,0.01375,0.05343511450381679,0.6363636363636364,4,124,1078.14,150.0,140303.05,141531.19,Feasible,N/A
0.53,0.66,0.98625,0.0125,0.00125,0.01375,0.05343511450381679,0.6363636363636364,4,124,1078.14,150.0,140303.05,141531.19,Feasible,N/A
0.53,0.67,0.98625,0.0125,0.00125,0.01375,0.05343511450381679,0.6363636363636364,4,124,1078.14,150.0,140303.05,141531.19,Feasible,N/A
0.53,0.68,0.98625,0.0125,0.00125,0.01375,0.05343511450381679,0.6363636363636364,4,124,1078.14,150.0,140303.05,141531.19,Feasible,N/A
0.53,0.69,0.98625,0.01375,0.0,0.01375,0.05343511450381679,0.6363636363636364,4,124,1128.14,0.0,140303.05,141431.19,Feasible,N/A
0.53,0.7,0.98625,0.01375,0.0,0.01375,0.05343511450381679,0.6363636363636364,4,124,1128.14,0.0,140303.05,141431.19,Feasible,N/A
0.53,0.71,0.98625,0.01375,0.0,0.01375,0.05343511450381679,0.6363636363636364,4,124,1128.14,0.0,140303.05,141431.19,Feasible,N/A
0.53,0.72,0.98625,0.01375,0.0,0.01375,0.05343511450381679,0.6363636363636364,4,124,1128.14,0.0,140303.05,141431.19,Feasible,N/A
0.53,0.73,0.98625,0.01375,0.0,0.01375,0.05343511450381679,0.6363636363636364,4,124,1128.14,0.0,140303.05,141431.19,Feasible,N/A
0.53,0.74,0.98625,0.01375,0.0,0.01375,0.05343511450381679,0.6363636363636364,4,124,1128.14,0.0,140303.05,141431.19,Feasible,N/A
0.53,0.75,0.98625,0.01375,0.0,0.01375,0.05343511450381679,0.6363636363636364,4,124,1128.14,0.0,140303.05,141431.19,Feasible,N/A
0.53,0.76,0.98625,0.01375,0.0,0.01375,0.05343511450381679,0.6363636363636364,4,124,1128.14,0.0,140303.05,141431.19,Feasible,N/A
0.53,0.77,0.98625,0.01375,0.0,0.01375,0.05343511450381679,0.6363636363636364,4,124,1128.14,0.0,140303.05,141431.19,Feasible,N/A
0.53,0.78,0.98625,0.01375,0.0,0.01375,0.05343511450381679,0.6363636363636364,4,124,1128.14,0.0,140303.05,141431.19,Feasible,N/A
0.53,0.79,0.98625,0.01375,0.0,0.01375,0.05343511450381679,0.6363636363636364,4,124,1128.14,0.0,140303.05,141431.19,Feasible,N/A
0.53,0.8,0.98625,0.01375,0.0,0.01375,0.05343511450381679,0.6363636363636364,4,124,1128.14,0.0,140303.05,141431.19,Feasible,N/A
0.53,0.81,0.98625,0.01375,0.0,0.01375,0.05343511450381679,0.6363636363636364,4,124,1128.14,0.0,140303.05,141431.19,Feasible,N/A
0.53,0.82,0.98625,0.01375,0.0,0.01375,0.05343511450381679,0.6363636363636364,4,124,1128.14,0.0,140303.05,141431.19,Feasible,N/A
0.53,0.83,0.98625,0.01375,0.0,0.01375,0.05343511450381679,0.6363636363636364,4,124,1128.14,0.0,140303.05,141431.19,Feasible,N/A
0.53,0.84,0.98625,0.01375,0.0,0.01375,0.05343511450381679,0.6363636363636364,4,124,1128.14,0.0,140303.05,141431.19,Feasible,N/A
0.53,0.85,0.98625,0.01375,0.0,0.01375,0.05343511450381679,0.6363636363636364,4,124,1128.14,0.0,140303.05,141431.19,Feasible,N/A
0.53,0.86,0.98625,0.01375,0.0,0.01375,0.05343511450381679,0.6363636363636364,4,124,1128.14,0.0,140303.05,141431.19,Feasible,N/A
0.53,0.87,0.98625,0.01375,0.0,0.01375,0.05343511450381679,0.6363636363636364,4,124,1128.14,0.0,140303.05,141431.19,Feasible,N/A
0.53,0.88,0.98625,0.01375,0.0,0.01375,0.05343511450381679,0.6363636363636364,4,124,1128.14,0.0,140303.05,141431.19,Feasible,N/A
0.53,0.89,0.98625,0.01375,0.0,0.01375,0.05343511450381679,0.6363636363636364,4,124,1128.14,0.0,140303.05,141431.19,Feasible,N/A
0.53,0.9,0.98625,0.01375,0.0,0.01375,0.05343511450381679,0.6363636363636364,4,124,1128.14,0.0,140303.05,141431.19,Feasible,N/A
0.53,0.91,0.98625,0.01375,0.0,0.01375,0.05343511450381679,0.6363636363636364,4,124,1128.14,0.0,140303.05,141431.19,Feasible,N/A
0.53,0.92,0.98625,0.01375,0.0,0.01375,0.05343511450381679,0.6363636363636364,4,124,1128.14,0.0,140303.05,141431.19,Feasible,N/A
0.53,0.93,0.98625,0.01375,0.0,0.01375,0.05343511450381679,0.6363636363636364,4,124,1128.14,0.0,140303.05,141431.19,Feasible,N/A
0.53,0.94,0.98625,0.01375,0.0,0.01375,0.05343511450381679,0.6363636363636364,4,124,1128.14,0.0,140303.05,141431.19,Feasible,N/A
0.53,0.95,0.98625,0.01375,0.0,0.01375,0.05343511450381679,0.6363636363636364,4,124,1128.14,0.0,140303.05,141431.19,Feasible,N/A
0.53,0.96,0.98625,0.01375,0.0,0.01375,0.05343511450381679,0.6363636363636364,4,124,1128.14,0.0,140303.05,141431.19,Feasible,N/A
0.53,0.97,0.98625,0.01375,0.0,0.01375,0.05343511450381679,0.6363636363636364,4,124,1128.14,0.0,140303.05,141431.19,Feasible,N/A
0.53,0.98,0.98625,0.01375,0.0,0.01375,0.05343511450381679,0.6363636363636364,4,124,1128.14,0.0,140303.05,141431.19,Feasible,N/A
0.53,0.99,0.98625,0.01375,0.0,0.01375,0.05343511450381679,0.6363636363636364,4,124,1128.14,0.0,140303.05,141431.19,Feasible,N/A
0.54,0.55,0.9875,0.0025,0.01,0.0125,0.04580152671755725,0.6,4,125,293.607,1200.0,140948.25,142441.857,Feasible,N/A
0.54,0.56,0.9875,0.00375,0.00875,0.0125,0.04580152671755725,0.6,4,125,343.607,1050.0,140948.25,142341.857,Feasible,N/A
0.54,0.57,0.9875,0.005,0.0075,0.0125,0.04580152671755725,0.6,4,125,421.558,900.0,140948.25,142269.808,Feasible,N/A
0.54,0.58,0.9875,0.00625,0.00625,0.0125,0.04580152671755725,0.6,4,125,471.558,750.0,140948.25,142169.808,Feasible,N/A
0.54,0.59,0.9875,0.00625,0.00625,0.0125,0.04580152671755725,0.6,4,125,471.558,750.0,140948.25,142169.808,Feasible,N/A
0.54,0.6,0.9875,0.0075,0.005,0.0125,0.04580152671755725,0.6,4,125,603.548,600.0,140948.25,142151.798,Feasible,N/A
0.54,0.61,0.9875,0.0075,0.005,0.0125,0.04580152671755725,0.6,4,125,603.548,600.0,140948.25,142151.798,Feasible,N/A
0.54,0.62,0.9875,0.0075,0.005,0.0125,0.04580152671755725,0.6,4,125,603.548,600.0,140948.25,142151.798,Feasible,N/A
0.54,0.63,0.9875,0.01,0.0025,0.0125,0.04580152671755725,0.6,4,125,841.0029999999999,300.0,140948.25,142089.253,Feasible,N/A
0.54,0.64,0.9875,0.01125,0.00125,0.0125,0.04580152671755725,0.6,4,125,963.62,150.0,140948.25,142061.87,Feasible,N/A
0.54,0.65,0.9875,0.01125,0.00125,0.0125,0.04580152671755725,0.6,4,125,963.62,150.0,140948.25,142061.87,Feasible,N/A
0.54,0.66,0.9875,0.01125,0.00125,0.0125,0.04580152671755725,0.6,4,125,963.62,150.0,140948.25,142061.87,Feasible,N/A
0.54,0.67,0.9875,0.01125,0.00125,0.0125,0.04580152671755725,0.6,4,125,963.62,150.0,140948.25,142061.87,Feasible,N/A
0.54,0.68,0.9875,0.01125,0.00125,0.0125,0.04580152671755725,0.6,4,125,963.62,150.0,140948.25,142061.87,Feasible,N/A
0.54,0.69,0.9875,0.0125,0.0,0.0125,0.04580152671755725,0.6,4,125,1013.62,0.0,140948.25,141961.87,Feasible,N/A
0.54,0.7,0.9875,0.0125,0.0,0.0125,0.04580152671755725,0.6,4,125,1013.62,0.0,140948.25,141961.87,Feasible,N/A
0.54,0.71,0.9875,0.0125,0.0,0.0125,0.04580152671755725,0.6,4,125,1013.62,0.0,140948.25,141961.87,Feasible,N/A
0.54,0.72,0.9875,0.0125,0.0,0.0125,0.04580152671755725,0.6,4,125,1013.62,0.0,140948.25,141961.87,Feasible,N/A
0.54,0.73,0.9875,0.0125,0.0,0.0125,0.04580152671755725,0.6,4,125,1013.62,0.0,140948.25,141961.87,Feasible,N/A
0.54,0.74,0.9875,0.0125,0.0,0.0125,0.04580152671755725,0.6,4,125,1013.62,0.0,140948.25,141961.87,Feasible,N/A
0.54,0.75,0.9875,0.0125,0.0,0.0125,0.04580152671755725,0.6,4,125,1013.62,0.0,140948.25,141961.87,Feasible,N/A
0.54,0.76,0.9875,0.0125,0.0,0.0125,0.04580152671755725,0.6,4,125,1013.62,0.0,140948.25,141961.87,Feasible,N/A
0.54,0.77,0.9875,0.0125,0.0,0.0125,0.04580152671755725,0.6,4,125,1013.62,0.0,140948.25,141961.87,Feasible,N/A
0.54,0.78,0.9875,0.0125,0.0,0.0125,0.04580152671755725,0.6,4,125,1013.62,0.0,140948.25,141961.87,Feasible,N/A
0.54,0.79,0.9875,0.0125,0.0,0.0125,0.04580152671755725,0.6,4,125,1013.62,0.0,140948.25,141961.87,Feasible,N/A
0.54,0.8,0.9875,0.0125,0.0,0.0125,0.04580152671755725,0.6,4,125,1013.62,0.0,140948.25,141961.87,Feasible,N/A
0.54,0.81,0.9875,0.0125,0.0,0.0125,0.04580152671755725,0.6,4,125,1013.62,0.0,140948.25,141961.87,Feasible,N/A
0.54,0.82,0.9875,0.0125,0.0,0.0125,0.04580152671755725,0.6,4,125,1013.62,0.0,140948.25,141961.87,Feasible,N/A
0.54,0.83,0.9875,0.0125,0.0,0.0125,0.04580152671755725,0.6,4,125,1013.62,0.0,140948.25,141961.87,Feasible,N/A
0.54,0.84,0.9875,0.0125,0.0,0.0125,0.04580152671755725,0.6,4,125,1013.62,0.0,140948.25,141961.87,Feasible,N/A
0.54,0.85,0.9875,0.0125,0.0,0.0125,0.04580152671755725,0.6,4,125,1013.62,0.0,140948.25,141961.87,Feasible,N/A
0.54,0.86,0.9875,0.0125,0.0,0.0125,0.04580152671755725,0.6,4,125,1013.62,0.0,140948.25,141961.87,Feasible,N/A
0.54,0.87,0.9875,0.0125,0.0,0.0125,0.04580152671755725,0.6,4,125,1013.62,0.0,140948.25,141961.87,Feasible,N/A
0.54,0.88,0.9875,0.0125,0.0,0.0125,0.04580152671755725,0.6,4,125,1013.62,0.0,140948.25,141961.87,Feasible,N/A
0.54,0.89,0.9875,0.0125,0.0,0.0125,0.04580152671755725,0.6,4,125,1013.62,0.0,140948.25,141961.87,Feasible,N/A
0.54,0.9,0.9875,0.0125,0.0,0.0125,0.04580152671755725,0.6,4,125,1013.62,0.0,140948.25,141961.87,Feasible,N/A
0.54,0.91,0.9875,0.0125,0.0,0.0125,0.04580152671755725,0.6,4,125,1013.62,0.0,140948.25,141961.87,Feasible,N/A
0.54,0.92,0.9875,0.0125,0.0,0.0125,0.04580152671755725,0.6,4,125,1013.62,0.0,140948.25,141961.87,Feasible,N/A
0.54,0.93,0.9875,0.0125,0.0,0.0125,0.04580152671755725,0.6,4,125,1013.62,0.0,140948.25,141961.87,Feasible,N/A
0.54,0.94,0.9875,0.0125,0.0,0.0125,0.04580152671755725,0.6,4,125,1013.62,0.0,140948.25,141961.87,Feasible,N/A
0.54,0.95,0.9875,0.0125,0.0,0.0125,0.04580152671755725,0.6,4,125,1013.62,0.0,140948.25,141961.87,Feasible,N/A
0.54,0.96,0.9875,0.0125,0.0,0.0125,0.04580152671755725,0.6,4,125,1013.62,0.0,140948.25,141961.87,Feasible,N/A
0.54,0.97,0.9875,0.0125,0.0,0.0125,0.04580152671755725,0.6,4,125,1013.62,0.0,140948.25,141961.87,Feasible,N/A
0.54,0.98,0.9875,0.0125,0.0,0.0125,0.04580152671755725,0.6,4,125,1013.62,0.0,140948.25,141961.87,Feasible,N/A
0.54,0.99,0.9875,0.0125,0.0,0.0125,0.04580152671755725,0.6,4,125,1013.62,0.0,140948.25,141961.87,Feasible,N/A
0.55,0.56,0.99,0.00125,0.00875,0.01,0.030534351145038167,0.5,4,127,50.0,1050.0,142884.32000000004,143984.32000000004,Feasible,N/A
0.55,0.57,0.99,0.0025,0.0075,0.01,0.030534351145038167,0.5,4,127,127.951,900.0,142884.32000000004,143912.27100000004,Feasible,N/A
0.55,0.58,0.99,0.00375,0.00625,0.01,0.030534351145038167,0.5,4,127,177.951,750.0,142884.32000000004,143812.27100000004,Feasible,N/A
0.55,0.59,0.99,0.00375,0.00625,0.01,0.030534351145038167,0.5,4,127,177.951,750.0,142884.32000000004,143812.27100000004,Feasible,N/A
0.55,0.6,0.99,0.005,0.005,0.01,0.030534351145038167,0.5,4,127,309.941,600.0,142884.32000000004,143794.26100000003,Feasible,N/A
0.55,0.61,0.99,0.005,0.005,0.01,0.030534351145038167,0.5,4,127,309.941,600.0,142884.32000000004,143794.26100000003,Feasible,N/A
0.55,0.62,0.99,0.005,0.005,0.01,0.030534351145038167,0.5,4,127,309.941,600.0,142884.32000000004,143794.26100000003,Feasible,N/A
0.55,0.63,0.99,0.0075,0.0025,0.01,0.030534351145038167,0.5,4,127,547.396,300.0,142884.32000000004,143731.71600000004,Feasible,N/A
0.55,0.64,0.99,0.00875,0.00125,0.01,0.030534351145038167,0.5,4,127,670.013,150.0,142884.32000000004,143704.33300000004,Feasible,N/A
0.55,0.65,0.99,0.00875,0.00125,0.01,0.030534351145038167,0.5,4,127,670.013,150.0,142884.32000000004,143704.33300000004,Feasible,N/A
0.55,0.66,0.99,0.00875,0.00125,0.01,0.030534351145038167,0.5,4,127,670.013,150.0,142884.32000000004,143704.33300000004,Feasible,N/A
0.55,0.67,0.99,0.00875,0.00125,0.01,0.030534351145038167,0.5,4,127,670.013,150.0,142884.32000000004,143704.33300000004,Feasible,N/A
0.55,0.68,0.99,0.00875,0.00125,0.01,0.030534351145038167,0.5,4,127,670.013,150.0,142884.32000000004,143704.33300000004,Feasible,N/A
0.55,0.69,0.99,0.01,0.0,0.01,0.030534351145038167,0.5,4,127,720.013,0.0,142884.32000000004,143604.33300000004,Feasible,N/A
